Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.54,0,0,25.97
,Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
38025.66,5860,831,30.51
38030.73,2242,280,30.51
38035.81,1671,193,30.51
38040.88,1644,189,30.51
38045.95,2801,365,30.51
38051.03,2416,307,30.51
38056.10,1509,168,30.05
38061.17,1305,137,30.05
38066.24,1173,117,30.05
38071.31,1133,111,29.43
38076.38,1385,150,29.43
38081.46,3209,427,30.05
38086.53,1405,153,30.05
38091.60,2416,307,30.05
38096.67,3883,530,30.05
38101.74,5262,740,30.05
38106.82,6038,858,30.51
38111.89,3512,474,30.51
38116.96,1841,219,30.51
38122.03,1385,150,30.05
38127.10,1956,237,30.05
38132.18,1353,145,30.05
38137.25,1353,145,30.05
38142.32,1375,148,30.05
38147.39,3476,468,30.05
38152.47,4963,695,30.05
38157.54,2263,283,30.51
38162.61,1509,168,30.05
38167.69,1268,132,30.51
38172.76,1232,126,30.05
38177.83,1717,200,30.05
38182.90,1094,105,30.05
38187.97,1353,145,30.05
38193.04,1054,99,30.05
38198.11,1127,110,30.05
38203.19,3314,443,30.05
38208.26,3645,494,30.05
38213.33,1415,154,30.05
38218.40,3176,422,30.05
38223.47,1618,185,30.05
38228.54,3209,427,30.05
38233.62,2242,280,30.05
38238.69,4897,685,30.05
38243.76,3607,488,30.05
38248.83,3930,537,30.05
38253.91,2961,390,30.51
38258.98,3101,411,30.51
38264.05,1550,175,30.51
38269.12,1437,157,30.51
38274.19,2890,379,30.51
38279.26,4504,625,30.51
38284.34,5750,815,30.51
38289.41,3349,449,30.51
38294.48,2497,319,30.98
38299.55,3134,416,30.98
38304.62,1811,214,30.98
38309.70,2416,307,30.51
38314.77,4266,588,30.98
38319.84,5860,831,30.98
38324.92,6454,922,30.98
38329.99,3555,480,30.98
38335.06,4816,672,30.98
38340.13,1562,177,30.98
38345.21,2114,261,30.51
38350.28,3883,530,30.51
38355.35,2134,264,30.51
38360.42,3930,537,30.51
38365.49,2652,343,30.51
38370.57,5587,790,30.98
38375.64,2683,347,30.98
38380.71,2282,286,30.98
38385.78,1689,196,30.98
38390.85,3064,405,30.98
38395.92,1375,148,30.98
38401.00,1198,121,30.51
38406.07,1315,139,30.98
38411.14,2598,334,30.98
38416.21,3835,523,30.98
38421.28,4154,571,30.98
38426.36,4431,614,30.98
38431.43,1689,196,30.98
38436.50,1305,137,30.51
38441.57,1366,147,30.51
38446.64,2471,315,30.51
38451.72,2015,246,30.51
38456.79,3209,427,30.51
38461.87,2825,369,30.51
38466.94,4319,597,30.98
38472.01,1689,196,30.51
38477.08,1285,134,30.51
38482.16,1455,160,30.51
38487.23,1922,231,30.51
38492.30,1094,105,30.05
38497.37,975,87,30.05
38502.44,928,80,30.05
38507.52,946,83,30.05
38512.59,933,81,30.05
38517.66,864,70,30.05
38522.73,1088,104,30.05
38527.80,1315,139,30.05
38532.87,2096,258,30.05
38537.94,1476,163,30.05
38543.01,933,81,29.43
38548.09,2216,276,30.05
38553.16,1147,113,30.05
38558.23,975,87,30.05
38563.33,2860,374,30.05
38568.41,1618,185,29.43
38573.48,3209,427,30.05
38578.55,1600,182,29.43
38583.62,1285,134,29.43
38588.69,1258,130,29.43
38593.77,2765,360,29.43
38598.84,3787,515,29.43
38603.91,2096,258,29.43
38608.98,1524,171,29.43
38614.05,1689,196,29.43
38619.13,1198,121,29.43
38624.20,3268,436,29.43
38629.27,4431,614,30.05
38634.34,4210,580,30.05
38639.41,5414,763,30.05
38644.48,3930,537,30.05
38649.56,2369,299,30.51
38654.63,1509,168,30.51
38659.70,1268,132,30.51
38664.77,1147,113,30.05
38669.84,1198,121,30.05
38674.92,1588,180,30.05
38679.99,1841,219,30.05
38685.06,1415,154,30.05
38690.13,2174,270,30.05
38695.20,2174,270,30.05
38700.28,1173,117,30.05
38705.35,1618,185,30.05
38710.42,2625,338,30.05
38715.50,2058,252,30.05
38720.64,4086,561,30.05
38725.71,5262,740,30.05
38730.78,5951,845,30.51
38735.86,6350,906,30.51
38740.93,2471,315,30.05
38746.00,1618,185,30.05
38751.07,1940,234,30.05
38756.14,1415,154,29.43
38761.21,2324,293,29.43
38766.29,3023,399,29.43
38771.36,4504,625,30.05
38776.43,4816,672,30.05
38781.51,6134,873,30.05
38786.58,6647,951,30.05
38791.65,3645,494,30.05
38796.72,1600,182,30.05
38801.79,1305,137,30.05
38806.86,1762,207,30.05
38811.93,3691,501,30.05
38817.01,3064,405,30.05
38822.08,1689,196,30.05
38827.15,1188,120,30.05
38832.22,1476,163,29.43
38837.29,1315,139,29.43
38842.37,3237,432,29.43
38847.44,2027,247,29.43
38852.51,4816,672,30.05
38857.58,1562,177,30.05
38862.65,2015,246,29.43
38867.73,1366,147,29.43
38872.80,1188,120,29.43
38877.87,1717,200,29.43
38882.94,3176,422,29.43
38888.02,2134,264,29.43
38893.09,4086,561,30.05
38898.16,2765,360,30.05
38903.23,4431,614,30.05
38908.30,2860,374,30.05
38913.37,3237,432,30.51
38918.45,1618,185,30.51
38923.52,3134,416,30.51
38928.59,1811,214,30.51
38933.66,1415,154,30.51
38938.74,1198,121,30.51
38943.81,1415,154,30.51
38948.88,1574,178,30.51
38953.95,2711,352,30.05
38959.02,4266,588,30.51
38964.09,1600,182,30.05
38969.16,1249,129,30.05
38974.24,2652,343,30.05
38979.31,2197,273,30.05
38984.38,1634,187,30.05
38989.46,1476,163,30.05
38994.53,1762,207,30.05
38999.60,2576,331,30.05
39004.67,2096,258,30.05
39009.74,1689,196,29.43
39014.81,1242,128,30.05
39019.89,1550,175,30.05
39024.96,1353,145,29.43
39030.03,3209,427,30.05
39035.10,2929,385,30.05
39040.17,1278,133,30.05
39045.24,1060,100,29.43
39050.32,1613,184,29.43
39055.39,1019,94,28.99
39060.46,933,81,28.99
39065.53,1278,133,28.99
39070.60,1717,200,28.99
39075.68,1040,97,28.99
39080.75,1345,143,28.99
39085.83,3064,405,28.99
39090.90,3930,537,28.99
39095.97,1562,177,29.43
39101.04,1822,216,29.43
39106.11,2890,379,29.43
39111.19,2015,246,29.43
39116.26,1524,171,29.43
39121.33,1268,132,29.43
39126.40,1173,117,29.43
39131.47,993,90,29.43
39136.55,915,78,29.43
39141.62,1777,209,29.43
39146.69,3645,494,29.43
39151.76,4816,672,29.43
39156.83,2216,276,29.43
39161.91,1890,226,29.43
39166.98,1455,160,30.05
39172.05,1385,150,30.05
39177.12,1940,234,30.05
39182.20,3349,449,30.05
39187.27,4752,663,30.05
39192.34,1662,192,30.05
39197.41,1198,121,30.05
39202.48,2027,247,30.05
39207.55,1156,115,30.05
39212.62,3835,523,30.05
39217.70,5110,717,30.51
39222.77,5951,845,30.51
39227.84,2114,261,30.51
39232.92,1534,172,30.51
39237.99,1634,187,30.51
39243.06,2929,385,30.51
39248.13,1634,187,30.51
39253.21,2416,307,30.51
39258.28,3883,530,30.51
39263.35,5663,801,30.51
39268.42,2134,264,30.51
39273.49,2216,276,30.51
39278.57,2369,299,30.51
39283.64,1671,193,30.98
39288.71,1822,216,30.98
39293.79,2711,352,30.98
39298.86,1811,214,30.98
39303.93,1956,237,30.98
39309.00,1811,214,30.98
39314.07,1854,221,30.98
39319.14,1198,121,30.98
39324.21,1437,157,30.98
39329.29,1268,132,30.98
39334.36,1315,139,30.98
39339.43,1204,122,30.51
39344.50,1008,92,30.51
39349.57,933,81,30.51
39354.64,1534,172,30.51
39359.71,1994,242,30.51
39364.79,1268,132,30.51
39369.86,998,91,30.51
39374.93,982,88,30.51
39380.00,2216,276,30.51
39385.07,1562,177,30.51
39390.15,1147,113,30.51
39395.23,1366,147,30.05
39400.30,2058,252,30.05
39405.37,1179,118,30.05
39410.44,965,86,30.05
39415.51,1116,109,30.05
39420.58,993,90,30.05
39425.65,1133,111,30.05
39430.73,1019,94,30.05
39435.80,1509,168,30.51
39440.87,1103,107,30.05
39445.94,1574,178,30.51
39451.01,3394,456,30.51
39456.09,1736,203,30.51
39461.16,1179,118,30.51
39466.23,1162,116,30.51
39471.30,1094,105,30.05
39476.37,1088,104,30.05
39481.44,2625,338,30.05
39486.52,3209,427,30.51
39491.59,3555,480,30.51
39496.66,3691,501,30.05
39501.73,2449,312,30.05
39506.80,3476,468,30.05
39511.88,5414,763,30.51
39516.95,5951,845,30.51
39522.02,4816,672,30.51
39527.09,1922,231,30.51
39532.16,1550,175,30.51
39537.24,1268,132,30.51
39542.31,1613,184,30.51
39547.38,1116,109,30.05
39552.45,1103,107,30.05
39557.53,1550,175,30.51
39562.60,3176,422,30.51
39567.67,3741,508,30.51
39572.74,2114,261,30.51
39577.81,3979,545,30.51
39582.88,3979,545,30.51
39587.96,3314,443,30.51
39593.03,1940,234,30.98
39598.10,1975,239,30.98
39603.18,3023,399,30.98
39608.25,2992,394,30.98
39613.32,2541,326,30.98
39618.39,3607,488,30.98
39623.46,5182,728,30.98
39628.53,4621,643,30.98
39633.60,5860,831,30.98
39638.68,6134,873,30.98
39643.75,4319,597,31.45
39648.82,5663,801,31.45
39653.89,4816,672,31.45
39658.96,4154,571,31.45
39664.03,2801,365,31.45
39669.11,3209,427,31.45
39674.18,5353,754,31.45
39679.25,4752,663,31.45
39684.32,3979,545,31.45
39689.39,5414,763,31.45
39694.47,4086,561,31.45
39699.54,2961,390,31.45
39704.61,3555,480,31.45
39709.69,1905,229,31.45
39714.76,2158,267,31.45
39719.83,4086,561,31.45
39724.90,5030,705,31.45
39729.97,4963,695,31.45
39735.04,5587,790,31.94
39740.11,5750,815,31.94
39745.19,6350,906,31.94
39750.26,6536,934,31.94
39755.33,6454,922,31.94
39760.40,6757,968,31.94
39765.47,6869,985,31.94
39770.55,4688,653,31.94
39775.62,6536,934,31.94
39780.69,6984,1003,31.94
39785.76,4372,605,31.94
39790.83,3430,461,32.42
39795.90,4897,685,32.42
39800.98,5414,763,32.42
39806.05,3176,422,32.42
39811.12,4154,571,31.94
39816.20,2394,303,31.94
39821.27,1618,185,31.94
39826.34,1870,223,31.94
39831.41,2282,286,31.94
39836.48,1509,168,31.94
39841.55,1242,128,31.45
39846.62,1116,109,30.98
39851.70,1094,105,30.98
39856.77,1345,143,30.98
39861.84,3101,411,30.98
39866.91,1315,139,30.98
39871.99,3555,480,30.98
39877.06,4816,672,31.45
39882.13,5663,801,31.45
39887.20,6249,891,31.45
39892.27,2652,343,31.45
39897.34,4688,653,31.45
39902.41,4154,571,31.45
39907.49,2263,283,31.45
39912.56,2860,374,31.45
39917.63,2541,326,30.98
39922.71,4816,672,31.45
39927.78,5951,845,31.45
39932.85,2860,374,31.45
39937.92,1736,203,31.45
39942.99,2929,385,31.45
39948.06,3314,443,31.45
39953.14,3430,461,31.45
39958.21,2282,286,31.45
39963.28,1701,198,31.45
39968.35,2625,338,31.45
39973.42,4963,695,31.45
39978.49,5663,801,31.45
39983.57,2598,334,31.45
39988.64,4372,605,31.94
39993.71,5860,831,31.94
39998.78,5860,831,31.94
40003.86,6038,858,31.94
40008.93,2497,319,31.94
40014.00,4963,695,31.94
40019.08,5414,763,31.94
40024.15,2351,297,31.94
40029.22,3607,488,31.94
40034.29,1662,192,31.94
40039.36,1366,147,31.45
40044.44,1225,125,31.45
40049.51,1116,109,30.98
40054.58,2058,252,30.98
40059.65,3394,456,30.98
40064.72,5353,754,30.98
40069.80,5860,831,31.45
40074.87,5951,845,31.45
40079.94,1717,200,31.45
40085.01,3555,480,31.45
40090.08,2497,319,31.45
40095.15,1854,221,31.45
40100.22,3645,494,31.45
40105.30,2351,297,31.45
40110.37,1488,165,31.45
40115.44,1249,129,30.98
40120.51,1671,193,30.51
40125.59,1375,148,30.98
40130.66,1116,109,30.51
40135.73,1088,104,30.51
40140.80,2625,338,30.98
40145.87,1588,180,30.98
40150.95,2134,264,30.51
40156.02,2711,352,30.98
40161.09,3394,456,30.51
40166.16,3555,480,30.98
40171.23,1644,189,30.98
40176.31,2652,343,30.98
40181.38,4431,614,30.98
40186.45,4752,663,30.98
40191.52,5750,815,31.45
40196.59,4688,653,31.45
40201.66,4266,588,31.45
40206.74,6038,858,31.45
40211.81,6454,922,31.94
40216.88,4752,663,31.94
40221.95,6249,891,31.94
40227.03,6869,985,31.94
40232.10,4621,643,32.42
40237.17,4621,643,32.42
40242.24,5587,790,32.42
40247.31,5353,754,32.42
40252.38,5587,790,32.42
40257.45,6536,934,32.42
40262.52,6869,985,32.42
40267.60,7250,1043,32.42
40272.67,7369,1061,32.42
40277.74,4431,614,33.08
40282.81,3349,449,32.42
40287.88,2058,252,32.42
40292.95,2134,264,32.42
40298.03,2242,280,32.42
40303.10,1476,163,31.94
40308.17,1323,140,31.94
40313.25,1385,150,31.94
40318.32,1198,121,31.94
40323.39,1338,142,31.94
40328.46,2625,338,31.94
40333.54,2929,385,31.94
40338.61,1268,132,31.45
40343.68,1088,104,31.45
40348.75,1278,133,31.45
40353.82,975,87,31.45
40358.89,915,78,30.98
40363.96,869,71,30.51
40369.04,957,84,30.51
40374.11,946,83,30.51
40379.18,888,74,30.51
40384.25,832,65,30.51
40389.32,787,58,30.51
40394.39,783,58,30.51
40399.46,965,86,30.51
40404.54,1141,112,30.98
40409.61,1225,125,30.98
40414.68,1415,154,30.98
40419.75,941,82,30.98
40424.82,847,68,30.98
40429.89,798,60,30.98
40434.96,787,58,30.98
40440.04,847,68,30.98
40445.11,852,68,30.98
40450.18,775,57,30.98
40455.25,910,77,30.98
40460.32,1040,97,30.98
40465.40,820,63,31.45
40470.47,998,91,31.45
40475.54,1550,175,31.45
40480.61,1841,219,31.45
40485.68,1488,165,31.45
40490.76,1600,182,31.45
40495.83,1922,231,31.45
40500.90,1162,116,31.45
40505.97,1323,140,31.45
40511.04,1854,221,31.45
40516.11,1746,205,31.94
40521.18,3555,480,31.94
40526.26,4266,588,31.94
40531.33,3787,515,31.94
40536.40,1428,156,31.94
40541.47,1790,211,31.94
40546.55,3314,443,31.94
40551.62,4963,695,31.94
40556.69,2625,338,31.94
40561.76,3176,422,31.94
40566.83,4086,561,31.94
40571.90,5587,790,31.94
40576.98,4688,653,32.42
40582.05,5951,845,32.42
40587.12,6038,858,32.42
40592.19,5182,728,32.42
40597.26,4210,580,32.42
40602.33,4154,571,32.42
40607.40,2929,385,32.42
40612.48,3430,461,32.42
40617.55,5030,705,32.42
40622.62,5750,815,32.42
40627.70,6647,951,32.42
40632.77,6647,951,32.42
40637.84,6249,891,32.42
40642.91,6647,951,32.42
40647.98,7112,1022,33.08
40653.05,7369,1061,33.08
40658.13,7490,1080,33.08
40663.20,7626,1100,33.08
40668.27,7626,1100,33.08
40673.34,7768,1122,33.08
40678.41,7768,1122,33.08
40683.48,7768,1122,33.08
40688.55,7907,1143,33.58
40693.62,7907,1143,33.08
40698.70,7907,1143,33.08
40703.77,7992,1156,33.58
40708.84,7992,1156,33.08
40713.91,7992,1156,33.58
40718.98,7907,1143,33.58
40724.05,7992,1156,33.58
40729.12,7992,1156,33.58
40734.20,7907,1143,33.58
40739.27,3691,501,33.58
40744.34,6536,934,33.58
40749.41,7250,1043,33.58
40754.48,6869,985,33.58
40759.55,7626,1100,33.58
40764.63,7626,1100,33.58
40769.70,7369,1061,34.09
40774.78,6869,985,34.09
40779.85,7250,1043,34.09
40784.92,7250,1043,34.09
40789.99,7768,1122,34.09
40795.06,7768,1122,34.09
40800.13,7907,1143,34.09
40805.20,7907,1143,34.09
40810.27,7907,1143,34.09
40815.35,7907,1143,34.09
40820.42,7907,1143,34.09
40825.49,7907,1143,34.09
40830.56,7907,1143,34.09
40835.63,7907,1143,34.09
40840.70,6454,922,34.09
40845.79,6536,934,34.60
40850.86,2471,315,34.09
40855.93,4897,685,34.09
40861.00,6350,906,34.09
40866.07,6984,1003,34.09
40871.14,5663,801,34.60
40876.22,2625,338,34.60
40881.29,4688,653,34.60
40886.36,5414,763,34.60
40891.43,6134,873,34.60
40896.50,2652,343,34.60
40901.57,2282,286,34.60
40906.65,2992,394,34.60
40911.72,4086,561,34.60
40916.79,5353,754,34.60
40921.87,5860,831,34.60
40926.94,6536,934,34.60
40932.01,6038,858,34.60
40937.08,6647,951,34.60
40942.15,6869,985,34.60
40947.23,7112,1022,34.60
40952.30,7369,1061,34.60
40957.37,7369,1061,34.60
40962.44,7490,1080,34.60
40967.51,7626,1100,34.60
40972.59,7626,1100,34.60
40977.66,7768,1122,34.60
40982.73,5860,831,34.60
40987.80,6454,922,34.60
40992.87,3237,432,34.60
40997.94,3741,508,34.60
41003.01,5587,790,34.60
41008.08,6454,922,34.60
41013.16,7112,1022,34.60
41018.23,5587,790,34.60
41023.30,5499,776,34.60
41028.37,4897,685,34.60
41033.44,3314,443,34.60
41038.51,3645,494,34.60
41043.58,3645,494,34.60
41048.66,2114,261,34.60
41053.73,2625,338,34.60
41058.80,1613,184,34.60
41063.87,1285,134,34.09
41068.94,1323,140,34.09
41074.02,3512,474,34.09
41079.09,4897,685,34.09
41084.16,3835,523,34.09
41089.23,4816,672,34.09
41094.31,2282,286,34.09
41099.38,1509,168,34.09
41104.45,2961,390,34.09
41109.52,2598,334,33.58
41114.59,1499,167,33.58
41119.66,1841,219,33.58
41124.73,1689,196,33.58
41129.81,1811,214,33.58
41134.88,1811,214,33.58
41139.95,1345,143,33.08
41145.02,1428,156,33.08
41150.09,1509,168,33.08
41155.16,1634,187,33.08
41160.24,1156,115,33.08
41165.31,1047,98,33.08
41170.38,993,90,33.08
41175.46,941,82,33.08
41180.53,1295,136,33.08
41185.60,3134,416,33.08
41190.67,2114,261,33.08
41195.74,2825,369,33.58
41200.81,1994,242,33.08
41205.88,3555,480,33.58
41210.95,4154,571,33.08
41216.03,4210,580,33.58
41221.10,5750,815,33.58
41226.17,3268,436,33.58
41231.25,2242,280,33.58
41236.32,3512,474,33.58
41241.39,1671,193,34.09
41246.46,3023,399,34.09
41251.54,2015,246,33.58
41256.61,3883,530,34.09
41261.68,4372,605,34.09
41266.75,5663,801,34.09
41271.82,6454,922,34.09
41276.89,6536,934,34.09
41281.96,3512,474,34.09
41287.04,5030,705,34.09
41292.11,6134,873,34.09
41297.18,6536,934,34.60
41302.25,6869,985,34.60
41307.32,6984,1003,34.60
41312.39,6536,934,34.60
41317.47,7112,1022,34.60
41322.54,6647,951,34.60
41327.61,5860,831,34.60
41332.68,6350,906,34.60
41337.75,6984,1003,34.60
41342.82,7250,1043,34.60
41347.89,7490,1080,34.60
41352.97,5860,831,35.12
41358.04,5860,831,34.60
41363.11,7112,1022,34.60
41368.18,6757,968,34.60
41373.25,7250,1043,34.60
41378.32,7490,1080,35.12
41383.40,5353,754,35.12
41388.47,6869,985,35.12
41393.54,5414,763,35.12
41398.62,4319,597,35.12
41403.69,2929,385,35.12
41408.76,6350,906,35.12
41413.83,3979,545,35.12
41418.90,4963,695,35.12
41423.97,4210,580,35.12
41429.04,3064,405,35.12
41434.11,1689,196,34.60
41439.19,1428,156,34.60
41444.26,2497,319,34.60
41449.33,2765,360,34.60
41454.40,3691,501,34.60
41459.47,1613,184,34.60
41464.54,1305,137,34.60
41469.62,1268,132,34.09
41474.69,1488,165,34.09
41479.76,1242,128,34.09
41484.83,1040,97,33.58
41489.90,1013,93,33.58
41494.97,1994,242,33.58
41500.05,3835,523,33.58
41505.12,2369,299,33.58
41510.19,3176,422,33.58
41515.26,4319,597,34.09
41520.33,3209,427,34.09
41525.40,1777,209,34.09
41530.48,3209,427,34.09
41535.55,3023,399,34.09
41540.62,3835,523,34.09
41545.70,5353,754,34.09
41550.77,6038,858,34.60
41555.84,6536,934,34.60
41560.91,6757,968,34.60
41565.98,6134,873,34.60
41571.06,6984,1003,34.60
41576.13,7250,1043,34.60
41581.20,7369,1061,34.60
41586.27,7369,1061,34.60
41591.34,7490,1080,34.60
41596.41,7626,1100,34.60
41601.49,7626,1100,34.60
41606.56,7768,1122,34.60
41611.63,7768,1122,34.60
41616.70,7768,1122,34.60
41621.77,7907,1143,34.60
41626.85,7490,1080,35.12
41631.92,7626,1100,35.12
41636.99,7907,1143,35.12
41642.06,7250,1043,35.12
41647.14,7907,1143,35.12
41652.21,7907,1143,35.12
41657.28,7907,1143,35.12
41662.35,7907,1143,35.12
41667.42,7490,1080,35.12
41672.50,7907,1143,35.12
41677.57,7907,1143,35.12
41682.64,7907,1143,35.12
41687.71,7907,1143,35.12
41692.79,7992,1156,35.12
41697.86,5110,717,35.65
41702.94,5182,728,35.65
41708.01,4372,605,35.65
41713.08,5353,754,35.65
41718.15,6647,951,35.65
41723.22,6647,951,35.65
41728.30,7250,1043,35.65
41733.37,7490,1080,35.65
41738.44,6869,985,35.65
41743.51,4564,634,35.65
41748.58,6038,858,35.65
41753.65,6869,985,35.65
41758.72,2711,352,36.19
41763.79,2078,255,35.65
41768.87,2471,315,35.65
41773.94,3787,515,35.12
41779.01,1811,214,35.12
41784.08,1437,157,34.60
41789.16,3101,411,34.60
41794.23,4154,571,35.12
41799.30,3787,515,35.12
41804.37,3787,515,35.12
41809.44,4564,634,35.12
41814.51,3835,523,35.12
41819.59,5110,717,35.12
41824.66,3023,399,35.12
41829.73,2860,374,35.12
41834.80,1736,203,35.12
41839.87,3645,494,35.12
41844.95,2216,276,35.12
41850.02,1922,231,34.60
41855.09,1397,151,34.09
41860.16,1854,221,34.09
41865.23,2711,352,34.09
41870.31,3555,480,34.60
41875.38,4816,672,34.60
41880.45,5030,705,34.60
41885.52,4752,663,34.60
41890.59,4210,580,34.60
41895.67,4319,597,34.60
41900.74,4210,580,35.12
41905.81,5951,845,35.12
41910.88,6454,922,35.12
41915.95,4319,597,35.12
41921.03,2598,334,34.60
41926.10,4319,597,35.12
41931.17,2598,334,34.60
41936.24,2497,319,34.60
41941.31,3430,461,34.60
41946.38,2890,379,34.60
41951.45,4963,695,34.60
41956.53,5663,801,34.60
41961.60,5951,845,35.12
41966.67,5860,831,35.12
41971.74,6536,934,35.12
41976.81,5030,705,35.12
41981.89,5951,845,35.12
41986.96,6454,922,35.12
41992.03,6984,1003,35.12
41997.11,7112,1022,35.12
42002.18,6984,1003,35.12
42007.25,7369,1061,35.12
42012.32,7112,1022,35.12
42017.40,6350,906,35.65
42022.47,7369,1061,35.12
42027.54,7626,1100,35.12
42032.61,7768,1122,35.12
42037.68,7768,1122,35.12
42042.76,7907,1143,35.12
42047.83,7768,1122,35.12
42052.90,7369,1061,35.12
42057.97,5110,717,35.12
42063.05,6757,968,35.65
42068.12,7250,1043,35.65
42073.19,6134,873,35.65
42078.26,3555,480,35.65
42083.34,2449,312,35.12
42088.41,2765,360,35.12
42093.48,5110,717,35.12
42098.55,6249,891,35.12
42103.62,6038,858,35.12
42108.69,4816,672,35.12
42113.76,5353,754,35.65
42118.84,5951,845,35.65
42123.91,6757,968,35.65
42128.98,6984,1003,35.65
42134.05,7250,1043,35.65
42139.12,7369,1061,35.65
42144.20,4372,605,35.65
42149.27,3101,411,35.65
42154.34,1905,229,35.65
42159.41,1634,187,35.12
42164.49,1488,165,35.12
42169.56,2598,334,35.12
42174.63,1345,143,34.60
42179.70,2197,273,34.09
42184.77,2324,293,34.09
42189.85,1488,165,34.09
42194.92,1588,180,33.58
42199.99,1415,154,33.58
42205.07,1214,124,33.58
42210.14,3134,416,33.08
42215.21,1550,175,33.58
42220.28,1405,153,33.08
42225.36,1397,151,33.08
42230.43,998,91,33.08
42235.50,1994,242,32.42
42240.57,1618,185,32.42
42245.64,1353,145,32.42
42250.71,1204,122,31.94
42255.79,998,91,31.94
42260.86,965,86,31.94
42265.93,892,74,31.94
42271.00,2015,246,31.94
42276.07,1242,128,31.94
42281.14,1035,96,31.45
42286.21,946,83,31.45
42291.29,883,73,31.45
42296.36,1385,150,31.45
42301.43,2351,297,31.45
42306.50,3268,436,31.94
42311.57,1975,239,31.94
42316.65,1278,133,31.94
42321.72,1701,198,31.94
42326.79,1278,133,31.94
42331.86,2497,319,32.42
42336.93,3314,443,32.42
42342.01,2541,326,32.42
42347.08,3430,461,32.42
42352.15,1455,160,32.42
42357.22,2197,273,33.08
42362.29,1574,178,33.08
42367.36,3237,432,33.08
42372.44,2324,293,33.08
42377.51,3512,474,33.08
42382.58,5353,754,33.08
42387.65,5262,740,33.08
42392.72,2825,369,33.08
42397.80,4564,634,33.58
42402.87,5587,790,33.58
42407.94,6038,858,33.58
42413.01,6647,951,33.58
42418.09,6536,934,33.58
42423.16,6984,1003,33.58
42428.23,7112,1022,33.58
42433.30,7250,1043,33.58
42438.37,7369,1061,33.58
42443.44,7490,1080,34.09
42448.52,5860,831,33.58
42453.59,6984,1003,34.09
42458.66,6869,985,34.09
42463.73,7490,1080,34.09
42468.81,6038,858,34.09
42473.88,7250,1043,34.09
42478.95,7490,1080,34.09
42484.02,7626,1100,34.09
42489.10,5414,763,34.09
42494.17,5860,831,34.09
42499.24,6984,1003,34.60
